,4,7,label,drug_name,expression,Symptom ID,Negation flag
10,20605912,i hate to ask again but i am in so much pain today. in my head and back / hip from this damn cancer.  if you could say an extra prayer for me would be greatly appreciated. hope to have a plan soon to help with both areas.  my keytruda infusion went well today. thank you.,1,Keytruda,keytruda,$$$C0741585$$$,$$$0$$$
11,21517862,"my  brca  gene test came back negative, woohoo! so my <hashtag> breastcancer wasn't hereditary, just shit luck. with the statistics that one in two of us will get some kind of <hashtag> cancer in our lifetime, i just hope i got mine out of the way early 🤞 
<hashtag> survivor. <user> i feel you. april <number>nd will be a year since my official breast cancer diagnosis. had my op and then chemo, finished sept <number> still not off the rollercoaster despite being cancer free. hope you feel better soon 💕. <user> i'm fully vaccinated with pfizer and am on zoladex and letrozole (though switching to tamoxifen this month) 
no side effects from the jab at all, just a dead arm.. <user> thanks! i've been on it a few months but the side effects have been shit. they're switching me from zoladex and letrozole to just tamoxifen. i'm hoping it will be better 🙏. <user> aww, have you had bad joint pain on tamoxifen? do the things you take help it? i take a multivitamin, and take my dog out twice a day. i'm also trying to lose a bit of weight, hopefully that helps too!",1,"Zoladex,Letrozole,Tamoxifen,Zoladex,Letrozole,Tamoxifen,Tamoxifen","zoladex,letrozole,tamoxifen,zoladex,letrozole,tamoxifen,tamoxifen",$$$C0741585$$$C0003862$$$,$$$0$$$0$$$
12,22101252,"<user> great news, mary! i'm in the foothills of southern section of the sierra. <hashtag> bcsm. <user> i am on kisqali and faslodex. good memory! the side effects are manageable overall. i've had a little more issues lately but i think things will improve as i get out walking again.. <user> i haven't been on tamoxifen but i do experience night sweats. the only thing that i do is wear lightweight pajamas to bed. i often lay out a couple changes of bed clothes in case i need them so i don't have quite as much trouble getting back to sleep.. <user> ""prevented"" is an unappropriate <allcaps> word to use. we can lessen our risks but never prevent breast cancer. this gives false information and false hope - and generally blames the victim who had the bad luck to get bc <allcaps>. <hashtag> changeyourwords <hashtag> wordsmatter. <user> <user> i did a lot of the ""right"" things and still got terminal breast cancer as well. and i don't want to go down the rabbit hole of blaming myself for the things i could have done better. it's counter-productive.. <user> ugh! when i told a friend who i hadn't seen in awhile that i had cancer, the first words out of her mouth were, ""are you still <allcaps> eating meat?"" with emphasis. i said. ""don <allcaps>'t do <allcaps> this <allcaps>. it's not helpful"" 🤬🤐. <user> very irresponsible tweet. maybe you can blame us for being women which is the highest risk factor for breast cancer. 🤬. i detest the wording of these info graphics. preventable <allcaps>? <repeat> scroll through the feed and see what they keep tweeting.. <user> apparently a little colloidal silver isn't bad but at the doses to supposedly kill off cancer, internal organs and skin takes on a blue tint. hi. i'm a smurf!🤣. <user> <user> i understand what you're saying. i take no issue with encouraging people to exercise, maintain a healthy weight, lessen the usage of alcohol, etc., it doesn't mean someone won't get breast cancer. the issue i have is with the verbiage. we cannot *prevent* it; we don't even (cont). cont. <repeat> correlation is not <allcaps> cause and effect! correlation can imply <allcaps> causation but it cannot prove it (again, ethics). with smoking there were several correlational studies done over years before the researchers could truly point to smoking causing lung cancer. these latest (cont). breast cancer studies imply <allcaps> correlation <allcaps> not cause and effect. it does not mean that every obese woman caused her own breast cancer. it means that the odds <allcaps> are greater of it occuring. same thing w /  women who aren't active. but having said that we all know not everyone (cont). (cont) and <allcaps> for goodness sakes, don't lie <allcaps> to us or manipulate the statistics in an attempt to encourage healthier lifestyle choices. using the verbiage of ""preventing breast cancer is unethical because it is not possible. why women &amp;men get bc <allcaps> is complex. stop the blame. rant over. i had a rant. please note that i am not saying there aren't lifestyle choices we can make to help minimize risks. i'm saying these choices do not prevent cancer. so much is luck of the draw combined with genetics.. <user> where in my argument was i discouraging people from making lifestyle choices that *may* impact their chance of cancer? there's more variables, as you know. i think it's irresponsible to claim someone can prevent cancer.. <user> my biggest frustration with the info graphic was the use of the words ""prevent"" cancer. i get that there's a correlation. but to imply we can prevent cancer is misleading.. i had to utilize the block function with someone in our cancer community. the person disagreed with my rant, which is fine, but then proceeded to spend an hour making snide comments in her timeline about me. 🙄. <user> i've had <number> injections of faslodex and a few times they've nicked something painful. i'm sorry this happened to you. and you do need to be validated and listened to.. <user> genetics counselor that worked my case feels we probably have mutation(s) that are not yet discovered. i have a half-sister and <number>st cousin with bc <allcaps>. other family members with other forms of cancer.. <user> <user> my bmi <allcaps> could be better but i've never drank nor smoked. i know of others who did everything ""right"" and they're still dying with cancer. no assurances, no way to promise prevention. we can try to minimize risks and that's about it.. <user> several months ago the very experienced nurse must have gotten the vein instead of muscle with the faslodex. the injection site was unusually tender &amp; i felt awful! i have some scar tissue on my back side. i understand how you feel about needles. hope it goes well for you.. <user> <user> <user> it absolutely is unhelpful and judgmental! and who does it benefit? our greatest risk cancer for breast cancer is being female. the reasons why some get it and some don't is a lot more complex than an info-graphic! i have a family history of cancer. how do they quantify that?. <user> <user> that's brutal! i bleed easily and warned the nurse. not only did he push the faslodex in too quickly but he wasn't prepared for how much i bled. it made a mess on the floor and eventually in my undergarments. i filed a complaint.. <user> i'm laughing! i'm not old enough for the earlier tier, but california opened things up for cancer patients recently.. <user> <user> this is the best <allcaps> analysis of why people blame choices for getting cancer!. i've been trying to put this into words. this tweet says it well.. i should be asleep at <number> am, left (us <allcaps>) coast time. appointment today for faslodex and zometa. i will also see regular oncologist to discuss the last scans. my lab work showed my kidneys indicate dehydration so i've been drinking fruit infused water &amp; plain water.. <user> i drove <number> miles for the moderna. i drive <number>+ miles one way for cancer treatments.. <user> <user> <user> <user> <user> <user> i had a weird reaction to faslodex about <number><number> months ago, so that would have been at the <number>th time. who knows why? two months ago i developed a significant knot on one cheek (not the usual lumps).. friend said her niece ""lost her battle with cancer"" 🙄😬 and the friend is a social worker. ugh. i want to speak with her later on about the ""battle"" verbiage. how would you approach it? . <repeat> or leave it alone?. <user> i agree that people don't know what to say! we've had discussions here about different ways to say that a person died from cancer (instead of the fight verbiage). my friend is a licensed clinical social worker &amp; my intent would only be to discuss from a professional viewpoint.. a point was missed here: friend is a lcsw <allcaps> (licensed clinical social worker). the reason i'd have a dialog w / her is because she may not know that some of w / cancer prefer not to think we're losing a battle. perhaps she hasn't dealt w / this professionally yet. education is my intent.. <user> i always hit the wrong emoji! 😄 i know everyone is different and the phrase is often used in obituaries and announcements. one time here on twitter we had a big discussion about what are some other ways of expressing it. even saying, ""he or she died from cancer"" is better.. great thread!. <user> <user> i've read that some believe that opening up an area to surgically repair / reconstruct causes cancer to spread because of oxygen. i'm assuming this is just another cancer myth?",1,"Kisqali,Faslodex,Tamoxifen,Faslodex,Faslodex,Faslodex,Faslodex,Faslodex","kisqali,faslodex,tamoxifen,faslodex,faslodex,faslodex,faslodex,faslodex",$$$C0020458$$$C0020458$$$C0085593$$$C0010200$$$C0741585$$$,$$$0$$$0$$$0$$$0$$$0$$$
13,22689694,"got oncology appointment on <number>th to discuss tamoxifen and also to discuss some other area of concern near lymph node scar and original affected breast. annual mammogram is a week later. <hashtag> scanxiety is already in play🤦‍♀️
<hashtag> breastcancer. my <hashtag> anxiety levels are currently through the roof and im struggling to keep functioning on a daily basis. lots going on inclu. new job plus real <hashtag> breastcancer recurrence fears are taking their toll. two weeks today i see the oncologist and im scared truth be told 😔",1,Tamoxifen,tamoxifen,$$$C1832070$$$C1832070$$$,$$$0$$$0$$$
14,22703865,"anyone else in a breast cancer study?. <user> i'm in one for breast cancer and tamoxifen.  when docs ask me to be in a study, i'll do it.  someone will benefit somewhere down the road.. <user> find the best docs you can.  cancer is scary but can be beat.. <user> here's hoping your sister kicks cancer's butt.  i'm a breast cancer survivor and i know it's a tough journey.. <user> i'm so sorry.  as a five year breast cancer survivor i can say cancer sucks.. <user> i have a friend who has had five labs and all but one have died of cancer.  the oldest was <number> and the youngest was <number>  is this normal for the breed?. <user>  i have a friend who has had four labs that have died of cancer.  the oldest was <number> and the youngest was <number>  is this normal for the breed?. <user> <user> deeply rewarding you say?  i agreed to be in a breast cancer study.  i mentioned that since i'm in my late <number>'s i might not be the best candidate.  doc said not to worry because i probably have another three or four years left.",1,Tamoxifen,tamoxifen,$$$C1832070$$$,$$$1$$$
15,22718551,<user> more spots on my liver. switching meds to afinitor &amp; amorasin eventually after a procedure. for now i’m temporarily back on tamoxifen 🤢 &amp; amorasin. no more piqray &amp; no more keto diet,1,"Afinitor,Tamoxifen,Piqray","afinitor,tamoxifen,piqray",$$$$$$,$$$$$$
16,22844436,"<user> <user> tamoxifen is an asshole.. <user> this would be a great thing to start in your immediate neighborhoods, cancer survivors taking current patients to appts. 🤔🤔🤔. <user> it is almost impossible to feel comforted by someone who has never been through the insanity that is cancer. it would be a ride to appts and almost like having a support human haha. fuck cancer! i am so sad! aunt polly was my hero! <repeat> 😭💔. <user> its hard to explain how personal it feels when you read someone has passed from cancer. <repeat>no matter where you are in your cancer ""journey"" . <repeat>it fucking sucks.",1,Tamoxifen,tamoxifen,$$$$$$,$$$$$$
17,23204592,"<user> it’s hormone-based, arimidex. at least <number> years.. <user> i was a big fan of soy milk, then stopped once i found out my breast cancer is estrogen-positive. plant milks have gotten a lot better, but yeah.. <user> <user> the warning is more like, “oh by the way, this medicine will force you into menopause.”
 
tamoxifen gave me all the symptoms. i almost punched someone in the face at work from the mood swings.. my <number>st diagnosis was at <number> <url>",1,"Arimidex,Tamoxifen","arimidex,tamoxifen",$$$C0000013$$$C1832070$$$,$$$0$$$0$$$
18,25795187,"<user> i’m in <number>b (cancer patient), i have a narrow window when i can get az <allcaps>. not one of the clinics within <number>km is taking appointments, many were only serving current patients. could cancer centres be given approval to vaccinate please? <user> <user> <user>. thanks for using a breast cancer charity to deflect, treasurer. 👌 
<hashtag> auspol. <user> i’m in <number>b due to cancer treatment. i’ve tried to organise a jab but i can’t get an appointment. most places are only treating current patients or don’t have supply.
why wouldn’t the feds give cancer centres vaccines so their staff and patients can be triaged and vaccinated?. <user> a cancer medication for premenopausal hormone positive patients (like me) runs a higher risk of thrombosis. i’m healthy (apart from cancer treatment) but there isn’t any specific info. looks like i’ll have a lot of time to talk to my oncologist due to the issues with the rollout.. <user> i like to know the risks but i’ll do whatever they tell me to. i’m <number> years ned <allcaps> because they have dedicated their lives to their profession and the treatment of cancer. medical science is pretty amazing.. <user> i’m on tamoxifen which has a higher risk of thrombosis. so instead of dr. google, i’m letting my oncologist and pharmacy at vc <allcaps> <elong> inform me. i would suggest in most cases the covid risk would outweigh the blood clot risk, especially to the immuno compromised.. <user> <user> i’m in <number>b, i’ll go to a vaccination hub. or they could let the cancer centres vaccinate current patients who have narrow windows to get the vaccine between treatments? does that make too much sense?. <user> <user> i don’t understand why this isn’t being done. cancer centres know what treatments the patients are having, the pharmacists are specialists in oncology meds - surely it’s safer to have cancer patients treated by their cancer hospital / centre. bizarre logistics logic by this govt.. if you have no immune system, you can’t really wait around to eventually get vaccinated against covid. you need that coverage, especially with cancer treatments where any infection can be life threatening. for <number>b folk, it’s frustrating and scary. <hashtag> auspol. if i write to dolly parton do you think she’ll send some moderna to me and my  fellow cancer patients? just looking for options. <repeat> <hashtag> auspol. <user> <user> i’m in the same situation. i don’t understand why cancer centres weren’t given vaccines for staff &amp; patients - as they’d know what treatments patients are having, the best time to vaccinate &amp; the risk profiles. makes too much sense maybe.. <user> <user> <user> <user> i have a narrow window between cancer treatments to get the covid vaccine &amp; flu jab (i’ll tag team over a few months). still unsure why my cancer centre - who have the right kind of refrigeration weren’t given pfizer for their patients - as they’d know the best time to do it.. <user> the media thinks it’s just an inconvenience as it’s over <number>s can get az <allcaps> &amp; everyone under <number> can apparently wait. me &amp; other young cancer patients can’t wait. why are cancer centres not being given pfizer to give to really vulnerable patients? we’re invisible.. i’m <number>b. i feel people like me, under <number> with compromised immunity (due to cancer in my case) have just been forgotten. a lot of my oncology nurses haven’t had a chance to get vaccinated. why lie <user> ? <hashtag> auspol <hashtag> abc<number>. <user> is it possible to have vaccines provided to cancer centres across the nation? this would allow hospital staff to be vaccinated, have treatment teams determine which vacc for patients &amp; when to use it. cancer patients have narrow windows to get vaccinated between treatments.. <user> ask that person how they would feel to be waiting on a vaccine as a cancer patient, when your gp <allcaps> and treatment team ask you if you have heard anything about the vaccines and no one - not even oncology nurses - have been vaccinated. i would say “shambles” is too kind.",1,Tamoxifen,tamoxifen,$$$C0000015$$$,$$$0$$$
19,28237489,"<user> not sure this qualifies as a poem. too sing-songy ☺️ tamoxifen tried to kill me. i had to let it go. tamoxifen can be real good, but when it’s not- whoa!. <user> my bladder stopped working on tamoxifen.  i think i’d rather die of breast cancer.",1,"Tamoxifen,Tamoxifen,Tamoxifen","tamoxifen,tamoxifen,tamoxifen",$$$$$$,$$$$$$
20,29345201,<user> tamoxifen is making my skin so so dry! i’m drinking a ton of water and using a lot of moisturizer. good luck!,1,Tamoxifen,tamoxifen,$$$$$$,$$$$$$
21,30119789,"as i continue my over <number>-post breast cancer-on tamoxifen quest to lose weight, my carb starved self is dreaming of bread and noodles and a god-damned chocolate chip muffin. 🍞🍜🍝🧁",1,Tamoxifen,tamoxifen,$$$$$$,$$$$$$
22,30935959,"i received herceptin, a monoclonal antibody iv <allcaps> drug that is part of a chemo regimen used to prevent recurrence of breast cancer, and to treat bc that has metastasized. it saved my life. if you get covid, ask for the ma <allcaps> treatment. they work, but you have to ask for it. <hashtag>  covid_<number>",1,Herceptin,herceptin,$$$$$$,$$$$$$
